month,variable,sex,Alberta,British Columbia,Manitoba,New Brunswick,Newfoundland and Labrador,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan
1996-06,Employment,Both sexes,1402,1817.7,516.1,309.3,185.6,378.6,5155.4,59.1,3135.3,453.9
1996-06,Employment,Females,636.1,820.4,235.1,143.6,86.2,176.6,2370.8,27.3,1405.1,204.1
1996-06,Employment,Males,765.9,997.3,281,165.7,99.4,201.9,2784.6,31.7,1730.1,249.8
1996-06,Full-time employment,Both sexes,1135.2,1457.8,407.3,256.3,154.7,303.3,4180.7,49,2565.2,356.3
1996-06,Full-time employment,Females,445.5,569.6,158.9,104,67.6,126.5,1701.6,20.5,1021.8,136.7
1996-06,Full-time employment,Males,689.7,888.2,248.4,152.3,87.1,176.8,2479,28.5,1543.4,219.6
1996-06,Part-time employment ,Both sexes,266.8,359.9,108.8,53.1,30.9,75.2,974.8,10.1,570.1,97.5
1996-06,Part-time employment ,Females,190.6,250.8,76.1,39.6,18.6,50.1,669.1,6.8,383.4,67.4
1996-06,Part-time employment ,Males,76.2,109.1,32.7,13.5,12.3,25.1,305.6,3.3,186.7,30.2
1996-07,Employment,Both sexes,1412,1830.6,519.1,310,189.5,374.3,5171.2,58.4,3121.1,454.2
1996-07,Employment,Females,635.4,820.2,236.4,143.2,86.8,173.2,2378.7,27,1393.9,204.5
1996-07,Employment,Males,776.6,1010.4,282.8,166.8,102.7,201.1,2792.5,31.4,1727.1,249.7
1996-07,Full-time employment,Both sexes,1149.4,1469.5,410.2,256.5,156.5,299.9,4197.5,48.1,2562.5,357.2
1996-07,Full-time employment,Females,446.5,566.4,158.7,105.1,66.7,123.7,1703.3,20.2,1011.5,136.7
1996-07,Full-time employment,Males,702.9,903.1,251.5,151.4,89.8,176.3,2494.2,27.8,1551,220.5
1996-07,Part-time employment ,Both sexes,262.6,361.1,109,53.5,33,74.4,973.6,10.3,558.5,97
1996-07,Part-time employment ,Females,188.9,253.8,77.7,38.1,20.1,49.5,675.3,6.8,382.5,67.8
1996-07,Part-time employment ,Males,73.7,107.3,31.3,15.4,12.9,24.9,298.3,3.5,176.1,29.2
1996-08,Employment,Both sexes,1410,1815.2,516.8,307.3,189.8,375.1,5196.9,59.2,3132.1,454.1
1996-08,Employment,Females,634.3,820.6,234.5,142.3,87.4,172.2,2388.7,27.2,1395.4,204.8
1996-08,Employment,Males,775.7,994.5,282.2,165,102.3,202.9,2808.3,32,1736.8,249.3
1996-08,Full-time employment,Both sexes,1144.8,1459.2,409.3,253.4,157.9,298.6,4206.3,49,2591.9,358.5
1996-08,Full-time employment,Females,441.9,568.8,161.4,103.4,66.8,121.9,1710.9,20.5,1027.6,136.5
1996-08,Full-time employment,Males,702.9,890.4,247.9,150,91.1,176.7,2495.4,28.6,1564.3,222
1996-08,Part-time employment ,Both sexes,265.2,356,107.5,54,31.9,76.5,990.7,10.1,540.2,95.6
1996-08,Part-time employment ,Females,192.4,251.9,73.1,38.9,20.7,50.3,677.7,6.7,367.8,68.3
1996-08,Part-time employment ,Males,72.8,104.1,34.4,15.1,11.2,26.2,312.9,3.4,172.4,27.3
1996-09,Employment,Both sexes,1409.2,1807.8,515.8,299.9,188,373.6,5180.2,58.9,3123.6,457.4
1996-09,Employment,Females,632.7,820.2,234,136.9,87.2,173.4,2389.2,27.2,1397.5,206
1996-09,Employment,Males,776.5,987.6,281.8,163,100.8,200.1,2791.1,31.7,1726.2,251.4
1996-09,Full-time employment,Both sexes,1146,1452.7,412.6,247.1,156.3,297.6,4163.7,48.5,2569.2,361.9
1996-09,Full-time employment,Females,446.4,570.8,161.7,98.8,66.2,122.4,1698.5,20.4,1013.3,138.4
1996-09,Full-time employment,Males,699.7,881.9,250.9,148.3,90,175.2,2465.2,28.1,1555.8,223.6
1996-09,Part-time employment ,Both sexes,263.2,355.1,103.2,52.8,31.7,76,1016.5,10.4,554.4,95.4
1996-09,Part-time employment ,Females,186.4,249.4,72.3,38.1,20.9,51,690.7,6.8,384.1,67.6
1996-09,Part-time employment ,Males,76.8,105.7,30.9,14.7,10.8,24.9,325.9,3.6,170.3,27.8
1996-10,Employment,Both sexes,1412.2,1808.8,520.1,302.6,186.2,375.5,5183.5,58.7,3104.1,461.3
1996-10,Employment,Females,633.4,822.9,235,139.3,86.4,174.9,2385.5,27.2,1388.2,208.7
1996-10,Employment,Males,778.8,985.9,285.1,163.3,99.8,200.6,2798,31.5,1715.9,252.6
1996-10,Full-time employment,Both sexes,1159,1453,406.2,249.4,157.5,299.1,4164.6,48.4,2569.9,365.7
1996-10,Full-time employment,Females,452.4,566.8,153.7,100.7,67.3,122.6,1684,20.6,1019,138.8
1996-10,Full-time employment,Males,706.6,886.2,252.4,148.8,90.2,176.5,2480.6,27.9,1550.8,226.9
1996-10,Part-time employment ,Both sexes,253.2,355.8,113.9,53.2,28.6,76.4,1018.9,10.2,534.3,95.5
1996-10,Part-time employment ,Females,181,256.1,81.3,38.7,19.1,52.3,701.5,6.6,369.2,69.9
1996-10,Part-time employment ,Males,72.2,99.7,32.6,14.5,9.6,24.1,317.4,3.6,165.1,25.6
1996-11,Employment,Both sexes,1415.3,1817.5,518.6,303.7,186.4,377,5194.5,58.2,3115.1,455.4
1996-11,Employment,Females,637.1,829.2,234.8,139.7,87.5,176.3,2387.3,27.2,1392.7,204.7
1996-11,Employment,Males,778.2,988.3,283.7,163.9,98.9,200.7,2807.2,30.9,1722.3,250.7
1996-11,Full-time employment,Both sexes,1155.4,1441.2,403.9,249.7,156,300.7,4186.4,48.3,2564.2,366.1
1996-11,Full-time employment,Females,448.2,560.8,150.4,101.2,66.4,123.3,1693.8,20.6,1008.4,140.6
1996-11,Full-time employment,Males,707.2,880.4,253.5,148.6,89.5,177.4,2492.6,27.8,1555.8,225.5
1996-11,Part-time employment ,Both sexes,259.9,376.3,114.7,53.9,30.4,76.4,1008.1,9.8,550.8,89.3
1996-11,Part-time employment ,Females,188.9,268.4,84.4,38.6,21.1,53,693.5,6.7,384.3,64.1
1996-11,Part-time employment ,Males,71,107.9,30.3,15.4,9.3,23.4,314.7,3.2,166.5,25.2
1996-12,Employment,Both sexes,1419.5,1830.2,519.2,301.4,186.8,378,5197.9,58.1,3118.5,456.1
1996-12,Employment,Females,634.4,834.6,235.8,139.2,87.6,177.7,2388.8,27.5,1392.1,204.9
1996-12,Employment,Males,785.1,995.6,283.4,162.2,99.2,200.4,2809.1,30.6,1726.4,251.2
1996-12,Full-time employment,Both sexes,1159.2,1442.6,407,248.5,155.1,298.3,4199,48.1,2550.5,364.2
1996-12,Full-time employment,Females,447.6,560.7,153.1,99.4,65.1,121.4,1696.3,20.6,994,137.7
1996-12,Full-time employment,Males,711.6,881.9,253.9,149.2,90,176.9,2502.8,27.5,1556.5,226.5
1996-12,Part-time employment ,Both sexes,260.3,387.6,112.2,52.9,31.6,79.7,998.9,10,568,91.9
1996-12,Part-time employment ,Females,186.8,273.9,82.7,39.8,22.5,56.3,692.6,6.9,398.1,67.3
1996-12,Part-time employment ,Males,73.5,113.7,29.5,13.1,9.1,23.4,306.3,3.1,169.9,24.6
1997-01,Employment,Both sexes,1422.1,1849,524.7,306.3,188.2,378.9,5211.3,58,3141.3,456
1997-01,Employment,Females,637.8,839.3,238.8,141.5,89.2,179.2,2396.6,27.6,1405.9,204.9
1997-01,Employment,Males,784.3,1009.7,285.9,164.9,99,199.7,2814.7,30.4,1735.4,251.2
1997-01,Full-time employment,Both sexes,1157.4,1468.3,413.2,247.7,156.8,299.2,4218.6,47,2578.8,361.4
1997-01,Full-time employment,Females,440.8,575.6,158.7,100.2,66.3,121.4,1719.6,19.8,1014.1,135.3
1997-01,Full-time employment,Males,716.6,892.6,254.5,147.5,90.5,177.8,2498.9,27.2,1564.7,226.1
1997-01,Part-time employment ,Both sexes,264.7,380.7,111.5,58.7,31.4,79.8,992.7,11,562.6,94.6
1997-01,Part-time employment ,Females,197,263.7,80.1,41.3,22.9,57.8,677,7.7,391.8,69.6
1997-01,Part-time employment ,Males,67.7,117.1,31.4,17.4,8.5,22,315.7,3.2,170.7,25
1997-02,Employment,Both sexes,1426,1843.4,524.4,305.8,188.3,380.6,5206.3,58,3149.2,456.1
1997-02,Employment,Females,636.1,837.1,239.6,141.4,88.1,179.7,2391.5,27.7,1415.4,205.5
1997-02,Employment,Males,789.9,1006.2,284.8,164.4,100.2,200.8,2814.9,30.3,1733.8,250.7
1997-02,Full-time employment,Both sexes,1155,1450.7,416.9,251,159.1,302.1,4197.6,47.9,2587.2,363.1
1997-02,Full-time employment,Females,436.4,560.2,162.3,101.8,67.3,122.1,1703.5,20.6,1022.9,137.3
1997-02,Full-time employment,Males,718.7,890.6,254.7,149.2,91.8,180,2494.1,27.3,1564.3,225.8
1997-02,Part-time employment ,Both sexes,271,392.6,107.5,54.8,29.2,78.5,1008.7,10.1,562,93
1997-02,Part-time employment ,Females,199.7,277,77.4,39.6,20.8,57.7,688,7.1,392.5,68.2
1997-02,Part-time employment ,Males,71.3,115.7,30.1,15.2,8.4,20.8,320.8,3,169.5,24.8
1997-03,Employment,Both sexes,1432.3,1840.8,519.7,306,189.2,379.4,5221.3,58.7,3165.5,456.9
1997-03,Employment,Females,642.4,840,239.1,140.3,86.4,180.9,2399.5,28,1424,205.3
1997-03,Employment,Males,789.9,1000.8,280.6,165.8,102.8,198.4,2821.9,30.7,1741.5,251.6
1997-03,Full-time employment,Both sexes,1149.3,1462,410.9,250.7,157,299.6,4192.8,48.5,2603,363.3
1997-03,Full-time employment,Females,436.9,573.2,159.7,100.2,63.7,123.4,1695.1,20.5,1034.3,136.8
1997-03,Full-time employment,Males,712.4,888.8,251.2,150.5,93.3,176.2,2497.7,28,1568.8,226.5
1997-03,Part-time employment ,Both sexes,283,378.8,108.9,55.3,32.2,79.8,1028.5,10.2,562.5,93.6
1997-03,Part-time employment ,Females,205.5,266.8,79.4,40.1,22.7,57.5,704.3,7.5,389.8,68.5
1997-03,Part-time employment ,Males,77.5,112,29.5,15.3,9.5,22.3,324.2,2.7,172.7,25.1
1997-04,Employment,Both sexes,1434.7,1847.4,520.1,307.2,185.3,375.3,5214.5,57.8,3166.5,462.4
1997-04,Employment,Females,647.5,852.7,238.4,142.3,86.5,178.2,2397.9,27.5,1425.4,208.2
1997-04,Employment,Males,787.2,994.7,281.7,164.9,98.8,197.1,2816.6,30.3,1741.1,254.2
1997-04,Full-time employment,Both sexes,1162.7,1463.9,412.4,251.6,155.8,295.3,4212,47.8,2593.3,365.1
1997-04,Full-time employment,Females,449.2,577.5,159.9,101.6,65,121,1718.4,20.2,1025.5,136.8
1997-04,Full-time employment,Males,713.5,886.3,252.5,150,90.8,174.3,2493.6,27.5,1567.9,228.3
1997-04,Part-time employment ,Both sexes,272,383.5,107.7,55.7,29.5,80,1002.5,10,573.1,97.3
1997-04,Part-time employment ,Females,198.3,275.2,78.5,40.7,21.5,57.2,679.5,7.2,399.9,71.5
1997-04,Part-time employment ,Males,73.7,108.3,29.2,14.9,8,22.8,322.9,2.8,173.3,25.9
1997-05,Employment,Both sexes,1446.2,1855.4,521.8,307.5,184.4,378.1,5250.6,57.8,3170.5,465
1997-05,Employment,Females,649.3,848.2,239.7,141.3,85.3,178.8,2397.8,27,1429.1,208.8
1997-05,Employment,Males,796.9,1007.2,282,166.2,99.2,199.3,2852.8,30.8,1741.3,256.2
1997-05,Full-time employment,Both sexes,1170,1470.3,417.8,254,155.7,296.7,4243.5,47.8,2610.1,362.5
1997-05,Full-time employment,Females,444.4,571.1,162.6,102.4,64.1,122.7,1710.7,20.1,1040.7,135.8
1997-05,Full-time employment,Males,725.6,899.2,255.2,151.6,91.5,174,2532.8,27.6,1569.4,226.7
1997-05,Part-time employment ,Both sexes,276.2,385,104,53.5,28.8,81.4,1007.1,10,560.3,102.5
1997-05,Part-time employment ,Females,204.9,277,77.1,38.9,21.1,56.1,687.1,6.9,388.4,73
1997-05,Part-time employment ,Males,71.3,108,26.8,14.6,7.6,25.4,319.9,3.1,171.9,29.5
1997-06,Employment,Both sexes,1448.7,1851.1,526.7,312.1,185,379.5,5282.5,58,3179.9,466.6
1997-06,Employment,Females,649.6,850.1,240.8,141.8,84.4,177.8,2418.4,27.3,1425.9,208.2
1997-06,Employment,Males,799.1,1001,285.9,170.3,100.7,201.7,2864.1,30.6,1754,258.3
1997-06,Full-time employment,Both sexes,1176.7,1475.4,422,261.2,153.7,301.8,4295.7,48.1,2630.7,367.9
1997-06,Full-time employment,Females,443.3,578.6,163.3,105.5,61.7,121.5,1732.2,20.6,1047.5,137.6
1997-06,Full-time employment,Males,733.4,896.8,258.8,155.6,92,180.2,2563.5,27.5,1583.2,230.4
1997-06,Part-time employment ,Both sexes,272,375.6,104.7,50.9,31.3,77.7,986.7,9.9,549.2,98.6
1997-06,Part-time employment ,Females,206.3,271.5,77.5,36.3,22.7,56.3,686.2,6.8,378.4,70.6
1997-06,Part-time employment ,Males,65.7,104.2,27.1,14.6,8.6,21.5,300.6,3.1,170.8,28
1997-07,Employment,Both sexes,1450.1,1871.9,522.3,313.5,189.2,382.1,5308.4,58.4,3167.3,468.3
1997-07,Employment,Females,650.6,862.5,238.4,143.1,85.8,178.1,2426.6,26.9,1423.8,210.6
1997-07,Employment,Males,799.5,1009.4,283.9,170.4,103.3,204,2881.8,31.5,1743.5,257.7
1997-07,Full-time employment,Both sexes,1181.1,1487.4,413.5,259.6,157.5,302.8,4266.2,48.9,2593.6,369.7
1997-07,Full-time employment,Females,446.1,590.3,158.6,104.6,62.6,120.2,1708.1,20.4,1025.2,138
1997-07,Full-time employment,Males,735,897.1,254.9,155,94.9,182.6,2558.1,28.5,1568.4,231.7
1997-07,Part-time employment ,Both sexes,268.9,384.5,108.9,53.9,31.6,79.4,1042.2,9.5,573.7,98.6
1997-07,Part-time employment ,Females,204.5,272.2,79.8,38.4,23.2,57.9,718.5,6.4,398.6,72.6
1997-07,Part-time employment ,Males,64.4,112.3,29,15.4,8.4,21.5,323.7,3.1,175.1,26
1997-08,Employment,Both sexes,1465.6,1876.8,526.1,312.3,194.5,383.8,5344.2,59.2,3169.2,467.2
1997-08,Employment,Females,658.2,866.1,239.2,142.7,87.5,179.4,2441.8,27.8,1423.4,209.5
1997-08,Employment,Males,807.4,1010.7,287,169.6,107,204.4,2902.5,31.3,1745.8,257.7
1997-08,Full-time employment,Both sexes,1191.7,1482.6,420.4,259.4,162.4,302.7,4303.2,48.9,2584.1,369.2
1997-08,Full-time employment,Females,454.1,585.8,160.6,105.2,64.4,123.6,1726.7,20.8,1017.2,137.8
1997-08,Full-time employment,Males,737.6,896.9,259.7,154.2,98.1,179.1,2576.5,28.1,1566.8,231.5
1997-08,Part-time employment ,Both sexes,273.9,394.2,105.8,52.9,32.1,81.1,1041,10.3,585.2,97.9
1997-08,Part-time employment ,Females,204.1,280.4,78.5,37.5,23.1,55.9,715,7,406.2,71.7
1997-08,Part-time employment ,Males,69.8,113.8,27.2,15.4,8.9,25.2,326,3.3,179,26.2
1997-09,Employment,Both sexes,1472.4,1870.3,527,313,193,386.1,5348.8,59.5,3181.1,464.9
1997-09,Employment,Females,659.3,857.9,239,141.8,88.5,179.3,2433.1,28.7,1432.2,208.7
1997-09,Employment,Males,813.1,1012.4,288,171.1,104.5,206.8,2915.8,30.8,1748.9,256.1
1997-09,Full-time employment,Both sexes,1202.2,1486.5,422.2,263.6,159.8,306.7,4341.2,49.6,2620.3,368.9
1997-09,Full-time employment,Females,461.3,587.2,161.4,105.8,66,123,1738.1,21.8,1049.4,140
1997-09,Full-time employment,Males,740.8,899.4,260.8,157.8,93.8,183.7,2603.1,27.8,1570.9,228.9
1997-09,Part-time employment ,Both sexes,270.3,383.8,104.8,49.4,33.1,79.4,1007.6,9.9,560.8,96
1997-09,Part-time employment ,Females,198,270.8,77.6,36,22.4,56.2,695,7,382.8,68.7
1997-09,Part-time employment ,Males,72.3,113,27.2,13.3,10.7,23.1,312.6,2.9,178,27.3
1997-10,Employment,Both sexes,1479.3,1865.6,527.3,311.1,191.8,387.4,5349.5,59.6,3194.3,467.1
1997-10,Employment,Females,660,851.1,238.7,141.5,88.4,181.2,2430.7,28.4,1435.6,209.9
1997-10,Employment,Males,819.3,1014.5,288.6,169.6,103.4,206.2,2918.8,31.1,1758.8,257.2
1997-10,Full-time employment,Both sexes,1210.9,1463.9,425.2,262,156.9,308.1,4337.7,49.2,2622.1,370.3
1997-10,Full-time employment,Females,463.6,578.3,163.9,105.5,64.7,125.6,1736.4,21.3,1045.9,141.3
1997-10,Full-time employment,Males,747.4,885.6,261.3,156.5,92.2,182.5,2601.3,27.9,1576.1,229
1997-10,Part-time employment ,Both sexes,268.4,401.7,102.2,49.1,34.9,79.3,1011.8,10.3,572.3,96.7
1997-10,Part-time employment ,Females,196.5,272.8,74.9,36,23.7,55.6,694.3,7.1,389.6,68.6
1997-10,Part-time employment ,Males,71.9,128.9,27.3,13.1,11.2,23.7,317.5,3.2,182.6,28.1
1997-11,Employment,Both sexes,1477.3,1876.1,528.7,311.7,189.9,389.3,5365.7,58.8,3191,471
1997-11,Employment,Females,660.4,864.2,238.8,142.6,88.1,181.2,2438.6,27.9,1429.5,212.1
1997-11,Employment,Males,817,1011.9,289.9,169.1,101.8,208.1,2927,30.9,1761.5,258.9
1997-11,Full-time employment,Both sexes,1207.3,1485.7,424.3,264,156.2,308.8,4337.8,47.9,2626.7,374.9
1997-11,Full-time employment,Females,464.3,592.4,162.4,107.7,64.7,125.6,1745,20.8,1044.7,146.2
1997-11,Full-time employment,Males,743,893.3,261.8,156.3,91.6,183.2,2592.8,27.1,1582,228.6
1997-11,Part-time employment ,Both sexes,270,390.4,104.5,47.8,33.6,80.5,1027.8,11,564.2,96.1
1997-11,Part-time employment ,Females,196.1,271.8,76.3,35,23.4,55.6,693.6,7.1,384.7,65.9
1997-11,Part-time employment ,Males,73.9,118.6,28.1,12.8,10.2,24.8,334.2,3.8,179.5,30.2
1997-12,Employment,Both sexes,1478.3,1866.7,531.6,313.1,191.8,387.2,5375.6,58.9,3199.2,472.4
1997-12,Employment,Females,662.6,862.2,238.4,144.4,88,181.4,2444.4,28.1,1435,212.3
1997-12,Employment,Males,815.8,1004.5,293.1,168.6,103.8,205.8,2931.2,30.9,1764.2,260.1
1997-12,Full-time employment,Both sexes,1210.2,1481.4,430.4,265.4,157.5,309.8,4372.3,48.7,2643.6,376.5
1997-12,Full-time employment,Females,467,587.9,164.5,109.5,65.1,128,1763.6,21.2,1064.5,147.1
1997-12,Full-time employment,Males,743.3,893.5,265.9,155.9,92.4,181.8,2608.7,27.5,1579.1,229.4
1997-12,Part-time employment ,Both sexes,268.1,385.4,101.2,47.7,34.3,77.4,1003.4,10.2,555.6,95.9
1997-12,Part-time employment ,Females,195.6,274.4,74,34.9,22.9,53.4,680.8,6.9,370.5,65.2
1997-12,Part-time employment ,Males,72.5,111,27.2,12.8,11.4,24.1,322.6,3.4,185.1,30.7
1998-01,Employment,Both sexes,1492.4,1855,531.5,309.6,191.6,392.3,5384.2,59,3175,474.2
1998-01,Employment,Females,669.2,860.5,239.8,144.2,89.1,184.5,2463.5,28.4,1409.7,213
1998-01,Employment,Males,823.2,994.6,291.8,165.3,102.5,207.8,2920.7,30.7,1765.3,261.2
1998-01,Full-time employment,Both sexes,1218.3,1458.4,425.3,262,158.4,314.7,4390.7,48.7,2630.8,378.9
1998-01,Full-time employment,Females,474,577.5,163.2,109.5,66.9,130.8,1782.4,21.5,1050.8,148.3
1998-01,Full-time employment,Males,744.2,880.9,262.1,152.4,91.5,183.9,2608.3,27.2,1580,230.6
1998-01,Part-time employment ,Both sexes,274.1,396.6,106.2,47.6,33.2,77.6,993.5,10.4,544.2,95.3
1998-01,Part-time employment ,Females,195.2,283,76.6,34.7,22.2,53.6,681.1,6.9,358.9,64.7
1998-01,Part-time employment ,Males,78.9,113.6,29.6,12.9,11,24,312.4,3.5,185.3,30.6
1998-02,Employment,Both sexes,1488.4,1844.7,530,309.4,190.5,396.5,5413.7,58.8,3210.8,471.7
1998-02,Employment,Females,670.6,860.1,240.2,145.3,88.7,184.4,2475.6,28.2,1433.9,210.6
1998-02,Employment,Males,817.7,984.6,289.8,164.1,101.8,212,2938.1,30.6,1776.9,261.1
1998-02,Full-time employment,Both sexes,1216,1460.5,426,262,157.7,319.4,4402.9,48.6,2658.8,375.9
1998-02,Full-time employment,Females,475.4,585.3,163.9,110.5,64.7,131.2,1778.8,21.7,1049.9,145.6
1998-02,Full-time employment,Males,740.7,875.1,262.1,151.5,93,188.2,2624.1,26.9,1608.9,230.3
1998-02,Part-time employment ,Both sexes,272.3,384.2,104,47.4,32.8,77.1,1010.8,10.2,552,95.8
1998-02,Part-time employment ,Females,195.3,274.7,76.3,34.8,24,53.3,696.9,6.6,384,65
1998-02,Part-time employment ,Males,77.1,109.5,27.7,12.6,8.8,23.8,314,3.7,168,30.9
1998-03,Employment,Both sexes,1488.6,1851.1,532.7,311.5,191.5,395.6,5414.7,59.5,3235,469.1
1998-03,Employment,Females,669.7,860.6,241.7,145.9,88.8,185.1,2482.9,28.2,1451.1,210.9
1998-03,Employment,Males,818.9,990.6,291,165.7,102.7,210.5,2931.8,31.3,1783.9,258.2
1998-03,Full-time employment,Both sexes,1215.5,1454,427.3,263.4,159.1,317.7,4411.8,48.8,2656.9,374.1
1998-03,Full-time employment,Females,471.5,584,165.6,110.9,66.3,131.2,1785.3,21.2,1065.2,145.1
1998-03,Full-time employment,Males,744,869.9,261.7,152.5,92.8,186.5,2626.5,27.6,1591.6,229.1
1998-03,Part-time employment ,Both sexes,273.1,397.1,105.5,48.1,32.5,77.9,1002.9,10.6,578.1,95
1998-03,Part-time employment ,Females,198.2,276.5,76.2,35,22.5,53.9,697.6,6.9,385.9,65.9
1998-03,Part-time employment ,Males,74.9,120.6,29.3,13.1,9.9,24,305.3,3.7,192.3,29.1
1998-04,Employment,Both sexes,1511,1854,532.7,313.2,192.4,395.1,5416.3,58,3236.1,468.8
1998-04,Employment,Females,684.3,858.3,242.2,145.7,89.7,184.1,2494.4,27.6,1454.3,209.4
1998-04,Employment,Males,826.8,995.6,290.5,167.5,102.7,211.1,2921.9,30.4,1781.8,259.4
1998-04,Full-time employment,Both sexes,1225.5,1444.4,428.3,264.1,157.9,315,4403.8,48.1,2658.9,376.5
1998-04,Full-time employment,Females,476.5,575.9,165.6,111.1,66,130,1793.3,21.2,1062.8,144.4
1998-04,Full-time employment,Males,748.9,868.5,262.7,153,91.9,185,2610.6,26.9,1596.1,232.1
1998-04,Part-time employment ,Both sexes,285.6,409.6,104.4,49.1,34.5,80.1,1012.5,9.9,577.2,92.3
1998-04,Part-time employment ,Females,207.7,282.5,76.6,34.6,23.6,54.1,701.1,6.4,391.6,65
1998-04,Part-time employment ,Males,77.9,127.1,27.8,14.5,10.9,26,311.4,3.5,185.7,27.3
1998-05,Employment,Both sexes,1504.5,1853.1,531.9,315.7,190.9,395.8,5436.8,60.2,3238.1,466.4
1998-05,Employment,Females,675.5,861.6,240.1,147.4,90.5,183.4,2501.1,29.3,1448.6,209.6
1998-05,Employment,Males,829,991.5,291.8,168.3,100.4,212.5,2935.6,30.9,1789.5,256.8
1998-05,Full-time employment,Both sexes,1224.2,1450.7,429.4,263.7,156.8,319.9,4428.5,49.7,2671.1,372.9
1998-05,Full-time employment,Females,476.3,580.3,166.1,110.7,66.9,131.7,1803.4,21.9,1060.4,141.6
1998-05,Full-time employment,Males,747.9,870.5,263.4,153,89.8,188.2,2625.1,27.7,1610.7,231.3
1998-05,Part-time employment ,Both sexes,280.3,402.4,102.5,52.1,34.1,76,1008.2,10.5,567,93.4
1998-05,Part-time employment ,Females,199.1,281.3,74,36.7,23.6,51.7,697.7,7.4,388.2,68
1998-05,Part-time employment ,Males,81.2,121.1,28.5,15.3,10.6,24.3,310.5,3.2,178.8,25.4
1998-06,Employment,Both sexes,1502.6,1853.6,529.9,315.7,193.3,395.7,5447.5,60.2,3242.9,464.3
1998-06,Employment,Females,676.4,860.5,239.8,147.3,90.3,184.1,2508.2,29.1,1453,208.8
1998-06,Employment,Males,826.3,993.1,290.2,168.5,103,211.7,2939.3,31.1,1789.9,255.6
1998-06,Full-time employment,Both sexes,1222,1466,426.6,263.1,159.9,318.9,4433.2,49.2,2667.9,376.7
1998-06,Full-time employment,Females,477.7,594.7,165.2,110.4,68,131,1813,21.3,1064.9,146.2
1998-06,Full-time employment,Males,744.3,871.3,261.4,152.7,92,187.8,2620.2,27.9,1603,230.5
1998-06,Part-time employment ,Both sexes,280.6,387.6,103.3,52.7,33.3,76.9,1014.3,11,575,87.6
1998-06,Part-time employment ,Females,198.7,265.8,74.6,36.9,22.3,53.1,695.2,7.7,388.1,62.5
1998-06,Part-time employment ,Males,81.9,121.8,28.8,15.8,11,23.8,319.1,3.2,186.8,25.1
1998-07,Employment,Both sexes,1516.1,1856.1,537.2,315.4,193.3,396.8,5455.9,61,3265.4,466.7
1998-07,Employment,Females,682.8,865.4,243,147.7,90.6,185.5,2515.9,29.4,1470,210.7
1998-07,Employment,Males,833.3,990.7,294.2,167.7,102.7,211.2,2940,31.6,1795.3,256
1998-07,Full-time employment,Both sexes,1227.5,1452.3,434.2,262.9,163.2,319,4428.3,49.9,2681,374.6
1998-07,Full-time employment,Females,476.6,588.4,167.8,110.7,71.2,132.8,1817.2,21.9,1074.2,145.5
1998-07,Full-time employment,Males,750.9,864,266.3,152.2,92.1,186.2,2611.1,28,1606.8,229.1
1998-07,Part-time employment ,Both sexes,288.6,403.8,103.1,52.5,30,77.7,1027.6,11.1,584.4,92.1
1998-07,Part-time employment ,Females,206.2,277,75.2,37,19.4,52.7,698.8,7.5,395.8,65.2
1998-07,Part-time employment ,Males,82.4,126.8,27.9,15.5,10.6,25,328.9,3.6,188.6,26.9
1998-08,Employment,Both sexes,1526.1,1856.5,539,317.6,189.6,398.4,5455.1,59.8,3289.2,470.5
1998-08,Employment,Females,688.3,866.1,245.1,147.1,86.8,186.9,2521.7,28.9,1477.1,213.6
1998-08,Employment,Males,837.8,990.3,293.9,170.5,102.9,211.5,2933.4,30.9,1812.1,256.9
1998-08,Full-time employment,Both sexes,1240.3,1453.4,437.5,265,157.6,322,4427.6,49.3,2712.3,376.6
1998-08,Full-time employment,Females,480.1,590.3,171.8,110.3,66.5,131.9,1809,21.6,1081.4,146.1
1998-08,Full-time employment,Males,760.2,863.1,265.8,154.7,91.2,190,2618.5,27.7,1630.9,230.5
1998-08,Part-time employment ,Both sexes,285.8,403.1,101.5,52.5,32,76.4,1027.6,10.5,576.8,93.9
1998-08,Part-time employment ,Females,208.2,275.9,73.3,36.8,20.3,55,712.7,7.3,395.7,67.5
1998-08,Part-time employment ,Males,77.6,127.2,28.1,15.7,11.7,21.4,314.9,3.2,181.1,26.4
1998-09,Employment,Both sexes,1520.4,1867.7,536.2,318.4,190.9,395.5,5486,59.8,3296.8,469
1998-09,Employment,Females,689.1,864.1,245.6,147.9,87.1,186.3,2549.3,28.9,1482.9,212.5
1998-09,Employment,Males,831.3,1003.6,290.6,170.5,103.8,209.2,2936.7,31,1813.9,256.5
1998-09,Full-time employment,Both sexes,1224.1,1467.3,434.9,265.8,162.6,317.2,4451.9,49.2,2725.7,374.8
1998-09,Full-time employment,Females,472.8,596.1,171.8,111.8,67.9,131.8,1819.2,21.5,1083,145.6
1998-09,Full-time employment,Males,751.3,871.2,263.1,153.9,94.7,185.5,2632.7,27.7,1642.6,229.2
1998-09,Part-time employment ,Both sexes,296.3,400.4,101.3,52.6,28.3,78.3,1034.2,10.6,571.1,94.2
1998-09,Part-time employment ,Females,216.3,267.9,73.8,36.1,19.3,54.5,730.1,7.4,399.9,67
